id,condition,timeRange,location,average
991491,snowy,night,Berlin,23
991492,windy,night,New York,12
991493,rainy,evening,Berlin,11
991494,cloudy,morning,Sydney,16
991495,cloudy,afternoon,New York,19
991496,windy,afternoon,Tokyo,14
991497,cloudy,morning,Paris,11
991498,sunny,morning,London,23
991499,rainy,night,Sydney,15
991500,stormy,afternoon,New York,10
991501,snowy,evening,Paris,14
991502,sunny,evening,Paris,22
991503,cloudy,afternoon,Sydney,10
991504,cloudy,night,Sydney,19
991505,snowy,afternoon,Sydney,21
991506,sunny,afternoon,Paris,13
991507,windy,evening,New York,28
991508,snowy,evening,London,22
991509,snowy,afternoon,Paris,29
991510,cloudy,morning,Tokyo,26
991511,cloudy,evening,Tokyo,11
991512,rainy,evening,Berlin,21
991513,rainy,afternoon,London,24
991514,cloudy,afternoon,Sydney,26
991515,windy,evening,New York,22
991516,sunny,night,Paris,17
991517,windy,night,Sydney,18
991518,snowy,evening,Tokyo,14
991519,windy,afternoon,Paris,22
991520,stormy,evening,London,25
991521,rainy,afternoon,Berlin,26
991522,stormy,morning,Tokyo,24
991523,stormy,morning,New York,23
991524,cloudy,afternoon,London,15
991525,snowy,night,Tokyo,16
991526,stormy,morning,London,25
991527,rainy,night,Tokyo,14
991528,snowy,afternoon,Tokyo,15
991529,cloudy,afternoon,Sydney,27
991530,windy,night,Tokyo,29
991531,cloudy,night,Tokyo,24
991532,windy,afternoon,Berlin,17
991533,rainy,evening,Tokyo,28
991534,cloudy,afternoon,Paris,18
991535,cloudy,night,London,17
991536,stormy,night,Sydney,27
991537,sunny,afternoon,New York,29
991538,rainy,morning,Sydney,17
991539,sunny,night,Sydney,26
991540,cloudy,afternoon,Berlin,15
991541,rainy,evening,New York,13
991542,windy,evening,Berlin,26
991543,cloudy,afternoon,Berlin,20
991544,stormy,evening,London,11
991545,rainy,night,London,24
991546,sunny,afternoon,Tokyo,13
991547,stormy,afternoon,Paris,11
991548,rainy,night,New York,18
991549,snowy,morning,Berlin,28
991550,windy,night,Paris,22
991551,cloudy,afternoon,London,25
991552,cloudy,evening,Tokyo,20
991553,cloudy,afternoon,Paris,12
991554,snowy,afternoon,New York,19
991555,snowy,evening,Sydney,29
991556,stormy,evening,New York,24
991557,snowy,evening,Sydney,13
991558,stormy,afternoon,Tokyo,26
991559,sunny,evening,Tokyo,18
991560,sunny,afternoon,Paris,20
991561,windy,afternoon,New York,12
991562,stormy,morning,London,15
991563,windy,night,London,27
991564,rainy,night,Berlin,23
991565,stormy,afternoon,London,22
991566,cloudy,night,Sydney,10
991567,sunny,night,London,13
991568,rainy,morning,Berlin,14
991569,cloudy,evening,Tokyo,28
991570,rainy,evening,New York,26
991571,sunny,evening,Berlin,29
991572,cloudy,night,Berlin,21
991573,sunny,night,New York,28
991574,snowy,night,London,15
991575,windy,afternoon,Berlin,28
991576,snowy,night,Sydney,10
991577,snowy,night,London,19
991578,windy,night,London,17
991579,cloudy,night,Paris,17
991580,stormy,morning,Tokyo,18
991581,rainy,night,Sydney,16
991582,sunny,morning,Sydney,26
991583,windy,morning,Tokyo,22
991584,cloudy,night,Tokyo,15
991585,stormy,evening,Sydney,14
991586,rainy,night,Paris,13
991587,stormy,evening,Paris,15
991588,sunny,afternoon,London,14
991589,rainy,evening,Tokyo,29
991590,stormy,night,Paris,14
991591,stormy,night,Sydney,20
991592,stormy,evening,Sydney,21
991593,cloudy,morning,Sydney,27
991594,stormy,night,London,23
991595,windy,evening,New York,22
991596,stormy,afternoon,Berlin,22
991597,cloudy,evening,Tokyo,15
991598,windy,night,New York,23
991599,cloudy,night,Tokyo,26
991600,stormy,night,Berlin,14
991601,windy,morning,Sydney,24
991602,stormy,evening,Sydney,16
991603,snowy,afternoon,Sydney,24
991604,cloudy,morning,Berlin,26
991605,sunny,afternoon,Sydney,24
991606,snowy,night,New York,24
991607,rainy,afternoon,Tokyo,23
991608,sunny,afternoon,Paris,25
991609,rainy,evening,London,14
991610,rainy,night,Tokyo,24
991611,sunny,morning,Berlin,24
991612,snowy,morning,New York,12
991613,cloudy,evening,Berlin,19
991614,cloudy,afternoon,Paris,17
991615,cloudy,evening,Berlin,22
991616,sunny,evening,London,24
991617,stormy,evening,London,27
991618,sunny,evening,Berlin,14
991619,cloudy,morning,Paris,15
991620,stormy,night,New York,28
991621,stormy,afternoon,Paris,16
991622,stormy,afternoon,Sydney,11
991623,snowy,afternoon,Berlin,12
991624,cloudy,evening,London,22
991625,cloudy,afternoon,New York,23
991626,stormy,morning,Berlin,24
991627,rainy,morning,Tokyo,12
991628,rainy,evening,London,28
991629,snowy,night,Sydney,17
991630,rainy,evening,Paris,13
991631,sunny,night,Sydney,25
991632,cloudy,morning,New York,14
991633,rainy,night,Sydney,21
991634,rainy,afternoon,Paris,17
991635,snowy,afternoon,London,18
991636,rainy,night,London,26
991637,snowy,evening,New York,16
991638,rainy,evening,London,19
991639,cloudy,evening,Tokyo,13
991640,rainy,morning,Berlin,20
991641,rainy,night,Sydney,27
991642,stormy,afternoon,Paris,21
991643,windy,afternoon,Berlin,17
991644,sunny,night,London,26
991645,snowy,night,Tokyo,14
991646,stormy,night,Sydney,17
991647,windy,afternoon,Tokyo,29
991648,sunny,evening,Berlin,20
991649,cloudy,afternoon,Sydney,28
991650,rainy,night,Tokyo,20
991651,stormy,evening,Paris,14
991652,rainy,morning,Sydney,25
991653,cloudy,night,Tokyo,25
991654,stormy,afternoon,New York,15
991655,stormy,afternoon,London,13
991656,cloudy,morning,Berlin,13
991657,snowy,evening,Berlin,22
991658,sunny,afternoon,Sydney,11
991659,snowy,afternoon,New York,13
991660,snowy,morning,Tokyo,10
991661,stormy,night,Tokyo,28
991662,stormy,morning,London,27
991663,snowy,evening,London,16
991664,rainy,evening,Sydney,12
991665,snowy,evening,Paris,13
991666,sunny,morning,London,18
991667,cloudy,evening,Paris,22
991668,stormy,morning,London,17
991669,stormy,night,London,21
991670,cloudy,night,New York,22
991671,windy,afternoon,Berlin,14
991672,stormy,evening,Sydney,21
991673,rainy,night,London,19
991674,stormy,night,London,17
991675,sunny,evening,Berlin,15
991676,cloudy,afternoon,London,16
991677,cloudy,afternoon,Paris,26
991678,sunny,night,New York,27
991679,snowy,night,Tokyo,11
991680,snowy,afternoon,Sydney,25
991681,cloudy,afternoon,Berlin,21
991682,rainy,afternoon,New York,26
991683,sunny,afternoon,Sydney,26
991684,snowy,evening,New York,15
991685,rainy,morning,Tokyo,23
991686,stormy,evening,New York,14
991687,windy,night,Tokyo,23
991688,snowy,morning,Sydney,28
991689,cloudy,night,Berlin,24
991690,snowy,evening,Berlin,16
991691,rainy,afternoon,Berlin,22
991692,sunny,morning,Tokyo,15
991693,windy,night,London,22
991694,cloudy,morning,Berlin,10
991695,snowy,evening,Paris,22
991696,stormy,morning,Sydney,11
991697,snowy,night,Sydney,24
991698,rainy,afternoon,Paris,25
991699,windy,afternoon,Sydney,11
991700,sunny,afternoon,London,21
991701,cloudy,afternoon,London,28
991702,stormy,afternoon,Sydney,28
991703,stormy,evening,Sydney,14
991704,snowy,afternoon,Sydney,23
991705,windy,afternoon,Berlin,21
991706,sunny,evening,Berlin,28
991707,cloudy,night,Paris,29
991708,stormy,afternoon,London,13
991709,snowy,afternoon,London,27
991710,sunny,evening,Berlin,28
991711,rainy,night,Berlin,25
991712,windy,night,Paris,18
991713,sunny,morning,Tokyo,26
991714,snowy,afternoon,Paris,10
991715,rainy,night,London,22
991716,snowy,afternoon,Sydney,12
991717,stormy,afternoon,London,13
991718,snowy,evening,Berlin,26
991719,windy,evening,New York,28
991720,windy,evening,Tokyo,14
991721,rainy,evening,London,12
991722,windy,evening,Berlin,12
991723,cloudy,afternoon,Sydney,18
991724,sunny,morning,Sydney,13
991725,snowy,evening,Tokyo,18
991726,sunny,evening,Sydney,26
991727,snowy,morning,Tokyo,20
991728,rainy,afternoon,New York,15
991729,cloudy,night,Berlin,22
991730,stormy,night,London,10
991731,stormy,evening,Sydney,23
991732,cloudy,night,Berlin,15
991733,windy,morning,Paris,20
991734,windy,afternoon,New York,28
991735,cloudy,evening,London,19
991736,stormy,afternoon,New York,11
991737,sunny,evening,London,14
991738,cloudy,morning,Sydney,27
991739,snowy,afternoon,London,14
991740,rainy,evening,Sydney,29
991741,windy,night,Paris,27
991742,snowy,afternoon,Berlin,11
991743,windy,evening,Berlin,21
991744,stormy,evening,New York,15
991745,rainy,night,Tokyo,16
991746,windy,morning,Berlin,12
991747,windy,evening,Berlin,18
991748,stormy,evening,Tokyo,19
991749,snowy,night,London,14
991750,stormy,evening,Paris,11
991751,windy,morning,London,12
991752,stormy,evening,Tokyo,24
991753,snowy,evening,Berlin,14
991754,snowy,morning,New York,20
991755,stormy,morning,London,14
991756,cloudy,morning,Sydney,13
991757,sunny,evening,Sydney,12
991758,sunny,night,Tokyo,21
991759,snowy,morning,Berlin,26
991760,snowy,night,London,22
991761,snowy,morning,New York,22
991762,windy,afternoon,Berlin,26
991763,stormy,evening,Berlin,17
991764,sunny,night,London,23
991765,sunny,afternoon,Tokyo,26
991766,sunny,morning,New York,22
991767,rainy,night,Berlin,12
991768,windy,night,London,10
991769,windy,evening,New York,28
991770,rainy,afternoon,Berlin,12
991771,sunny,afternoon,New York,24
991772,rainy,night,Berlin,13
991773,snowy,night,Tokyo,28
991774,rainy,afternoon,Berlin,26
991775,stormy,morning,New York,17
991776,snowy,night,Berlin,11
991777,stormy,afternoon,Sydney,13
991778,sunny,night,London,23
991779,stormy,night,New York,27
991780,cloudy,night,Berlin,13
991781,snowy,morning,Sydney,12
991782,cloudy,night,Paris,15
991783,snowy,night,New York,18
991784,rainy,morning,Tokyo,28
991785,windy,afternoon,Sydney,27
991786,snowy,afternoon,Berlin,11
991787,cloudy,night,New York,16
991788,windy,evening,London,20
991789,rainy,morning,New York,23
991790,windy,night,London,16
991791,rainy,evening,Tokyo,17
991792,sunny,evening,Berlin,26
991793,sunny,evening,Paris,28
991794,snowy,afternoon,Sydney,11
991795,windy,morning,London,24
991796,rainy,evening,Berlin,17
991797,snowy,evening,Paris,24
991798,rainy,evening,London,13
991799,sunny,evening,New York,26
991800,stormy,evening,Paris,12
991801,snowy,afternoon,London,21
991802,stormy,morning,Tokyo,17
991803,cloudy,morning,Berlin,29
991804,windy,morning,Berlin,26
991805,windy,evening,Sydney,22
991806,cloudy,morning,New York,17
991807,snowy,afternoon,Sydney,19
991808,snowy,morning,New York,28
991809,sunny,night,Tokyo,26
991810,sunny,morning,Berlin,17
991811,windy,evening,Tokyo,13
991812,snowy,morning,Tokyo,26
991813,sunny,evening,London,27
991814,cloudy,night,Berlin,29
991815,snowy,night,Paris,21
991816,snowy,night,Tokyo,23
991817,rainy,afternoon,Tokyo,24
991818,stormy,morning,Tokyo,20
991819,snowy,night,New York,21
991820,stormy,afternoon,New York,29
991821,windy,morning,New York,16
991822,sunny,morning,Paris,11
991823,stormy,night,Sydney,14
991824,cloudy,evening,Sydney,13
991825,sunny,evening,Paris,17
991826,snowy,afternoon,Tokyo,10
991827,cloudy,evening,London,21
991828,sunny,night,Sydney,24
991829,windy,morning,New York,22
991830,stormy,morning,Berlin,10
991831,sunny,afternoon,Tokyo,27
991832,windy,night,New York,11
991833,rainy,night,Tokyo,17
991834,cloudy,morning,London,21
991835,sunny,afternoon,Tokyo,27
991836,stormy,night,London,27
991837,rainy,afternoon,Tokyo,23
991838,snowy,morning,Tokyo,14
991839,rainy,morning,Sydney,24
991840,cloudy,evening,London,13
991841,snowy,night,New York,23
991842,snowy,morning,Berlin,22
991843,rainy,evening,New York,29
991844,snowy,evening,Tokyo,27
991845,sunny,night,Paris,26
991846,snowy,afternoon,London,16
991847,cloudy,morning,New York,23
991848,cloudy,night,Sydney,15
991849,windy,night,Tokyo,28
991850,sunny,night,Sydney,24
991851,rainy,afternoon,Berlin,24
991852,rainy,afternoon,New York,26
991853,rainy,night,Berlin,15
991854,snowy,afternoon,Sydney,28
991855,sunny,evening,New York,26
991856,sunny,night,New York,24
991857,stormy,evening,Tokyo,25
991858,sunny,afternoon,Sydney,25
991859,snowy,evening,Tokyo,19
991860,rainy,night,New York,12
991861,snowy,night,Berlin,15
991862,stormy,night,New York,27
991863,windy,morning,London,16
991864,stormy,evening,London,22
991865,sunny,evening,London,11
991866,sunny,night,Berlin,27
991867,sunny,night,Tokyo,21
991868,stormy,afternoon,Berlin,19
991869,rainy,morning,London,27
991870,rainy,night,Berlin,18
991871,windy,morning,London,18
991872,windy,afternoon,Tokyo,19
991873,sunny,morning,Berlin,14
991874,rainy,afternoon,London,25
991875,snowy,morning,Berlin,10
991876,windy,afternoon,Tokyo,18
991877,snowy,night,Sydney,20
991878,stormy,afternoon,Sydney,11
991879,snowy,afternoon,Berlin,25
991880,cloudy,night,Paris,12
991881,cloudy,night,New York,21
991882,stormy,afternoon,Sydney,11
991883,windy,morning,New York,10
991884,rainy,morning,London,18
991885,cloudy,evening,Sydney,25
991886,stormy,morning,Berlin,17
991887,sunny,morning,Tokyo,20
991888,sunny,afternoon,Berlin,28
991889,stormy,morning,New York,17
991890,stormy,afternoon,Berlin,24
991891,stormy,night,Sydney,29
991892,rainy,morning,Sydney,11
991893,sunny,afternoon,Tokyo,15
991894,cloudy,morning,Berlin,27
991895,windy,afternoon,Tokyo,22
991896,snowy,afternoon,Tokyo,23
991897,stormy,morning,Berlin,11
991898,snowy,night,Sydney,14
991899,sunny,afternoon,Berlin,14
991900,sunny,night,London,22
991901,sunny,afternoon,Tokyo,29
991902,cloudy,morning,Berlin,20
991903,rainy,morning,Berlin,27
991904,rainy,evening,New York,29
991905,cloudy,evening,New York,23
991906,rainy,afternoon,Tokyo,15
991907,windy,morning,Berlin,25
991908,snowy,night,Paris,25
991909,windy,night,Tokyo,20
991910,stormy,morning,New York,22
991911,windy,morning,Tokyo,21
991912,cloudy,night,Tokyo,20
991913,snowy,morning,London,21
991914,rainy,night,Berlin,28
991915,rainy,night,London,10
991916,windy,night,New York,18
991917,windy,evening,London,11
991918,snowy,evening,Tokyo,29
991919,cloudy,evening,London,28
991920,rainy,morning,London,16
991921,sunny,afternoon,New York,12
991922,rainy,night,Paris,10
991923,sunny,morning,Berlin,28
991924,stormy,afternoon,Tokyo,13
991925,stormy,afternoon,Sydney,13
991926,windy,evening,London,22
991927,rainy,morning,Berlin,12
991928,windy,morning,London,16
991929,cloudy,morning,Tokyo,19
991930,stormy,evening,Paris,14
991931,sunny,evening,Berlin,26
991932,windy,evening,London,27
991933,cloudy,morning,Tokyo,19
991934,windy,afternoon,Tokyo,25
991935,windy,afternoon,Sydney,28
991936,sunny,afternoon,Berlin,14
991937,snowy,evening,Paris,25
991938,windy,night,New York,24
991939,windy,afternoon,London,10
991940,sunny,afternoon,Berlin,12
991941,rainy,evening,London,25
991942,rainy,evening,Tokyo,22
991943,stormy,afternoon,New York,25
991944,snowy,morning,Tokyo,14
991945,rainy,evening,London,26
991946,stormy,evening,Paris,25
991947,windy,night,New York,22
991948,sunny,night,Paris,10
991949,cloudy,night,London,11
991950,cloudy,evening,Berlin,21
991951,sunny,afternoon,Sydney,16
991952,sunny,afternoon,London,27
991953,sunny,afternoon,Berlin,22
991954,rainy,night,London,19
991955,windy,evening,London,20
991956,snowy,night,New York,22
991957,sunny,morning,Paris,10
991958,windy,morning,London,20
991959,rainy,night,Tokyo,25
991960,cloudy,evening,Sydney,20
991961,sunny,afternoon,Sydney,18
991962,snowy,night,Tokyo,14
991963,cloudy,night,Sydney,21
991964,rainy,morning,London,24
991965,sunny,morning,Berlin,24
991966,rainy,evening,New York,20
991967,windy,morning,Berlin,21
991968,sunny,evening,Tokyo,29
991969,stormy,morning,Tokyo,10
991970,stormy,afternoon,Paris,11
991971,windy,afternoon,Paris,27
991972,snowy,evening,Tokyo,28
991973,sunny,afternoon,London,21
991974,windy,afternoon,London,15
991975,snowy,morning,London,23
991976,sunny,night,Berlin,11
991977,stormy,evening,Sydney,11
991978,snowy,night,Sydney,16
991979,windy,evening,Berlin,18
991980,rainy,evening,London,15
991981,cloudy,night,New York,11
991982,rainy,morning,Sydney,25
991983,cloudy,evening,Paris,13
991984,windy,afternoon,Paris,11
991985,stormy,afternoon,Berlin,21
991986,rainy,afternoon,New York,19
991987,rainy,afternoon,London,14
991988,rainy,evening,Berlin,21
991989,rainy,morning,New York,14
991990,rainy,morning,Sydney,19
991991,rainy,evening,London,18
991992,cloudy,night,New York,17
991993,rainy,afternoon,Berlin,24
991994,snowy,evening,Sydney,12
991995,sunny,morning,Paris,16
991996,stormy,evening,New York,22
991997,cloudy,afternoon,Tokyo,25
991998,sunny,morning,Tokyo,10
991999,windy,evening,Paris,19
992000,stormy,night,Berlin,22
992001,windy,night,Berlin,14
992002,windy,afternoon,Sydney,27
992003,snowy,evening,Paris,19
992004,snowy,morning,London,15
992005,cloudy,evening,Sydney,14
992006,windy,night,Tokyo,27
992007,windy,evening,Berlin,22
992008,snowy,night,New York,19
992009,windy,night,Tokyo,29
992010,cloudy,morning,London,18
992011,snowy,evening,Tokyo,17
992012,cloudy,evening,Paris,16
992013,snowy,evening,Tokyo,25
992014,snowy,afternoon,Tokyo,27
992015,sunny,night,London,27
992016,sunny,afternoon,Sydney,16
992017,sunny,night,Sydney,23
992018,cloudy,morning,London,18
992019,stormy,morning,Berlin,24
992020,stormy,afternoon,Berlin,20
992021,stormy,evening,London,28
992022,sunny,morning,Berlin,21
992023,sunny,afternoon,Paris,24
992024,rainy,evening,Sydney,14
992025,sunny,morning,New York,17
992026,snowy,morning,Sydney,22
992027,sunny,night,Sydney,22
992028,snowy,morning,New York,25
992029,cloudy,morning,Tokyo,17
992030,sunny,morning,Paris,22
992031,rainy,morning,Berlin,21
992032,windy,morning,Sydney,19
992033,windy,evening,Paris,18
992034,snowy,morning,Sydney,21
992035,stormy,evening,Tokyo,16
992036,snowy,afternoon,Sydney,26
992037,snowy,evening,London,22
992038,sunny,afternoon,New York,19
992039,snowy,morning,Sydney,14
992040,stormy,morning,Paris,25
992041,snowy,night,London,29
992042,windy,afternoon,Paris,22
992043,snowy,morning,London,20
992044,cloudy,night,New York,23
992045,sunny,morning,London,20
992046,sunny,night,Sydney,13
992047,sunny,morning,Berlin,13
992048,sunny,afternoon,London,25
992049,rainy,afternoon,New York,18
992050,rainy,afternoon,London,25
992051,sunny,evening,Paris,20
992052,snowy,evening,London,13
992053,cloudy,morning,London,26
992054,stormy,night,New York,25
992055,snowy,afternoon,Paris,22
992056,cloudy,afternoon,New York,16
992057,cloudy,afternoon,London,29
992058,windy,afternoon,Tokyo,18
992059,rainy,night,Berlin,14
992060,sunny,morning,Paris,28
992061,snowy,evening,Tokyo,12
992062,rainy,night,Sydney,10
992063,cloudy,night,Sydney,16
992064,snowy,afternoon,Tokyo,11
992065,stormy,morning,London,12
992066,stormy,morning,Tokyo,22
992067,cloudy,morning,Berlin,20
992068,cloudy,morning,Tokyo,11
992069,windy,evening,Tokyo,27
992070,cloudy,morning,New York,27
992071,sunny,afternoon,Berlin,27
992072,sunny,evening,Tokyo,22
992073,windy,morning,Berlin,19
992074,rainy,night,Berlin,25
992075,stormy,evening,Tokyo,10
992076,snowy,afternoon,Sydney,19
992077,rainy,night,London,17
992078,stormy,night,Tokyo,23
